Customer_ID,Age,Years_in_Business,Monthly_MPesa_Inflow,Airtime_Spend,Loan_Amount_Requested,Default_Status,Region
1502,38.0,12,48127.0,-86.0,20000,1,Nairobi
1503,53.0,11,23752.0,911.0,20000,1,Mombasa
1504,36.0,6,86360.0,718.0,20000,1,mombasa
1505,,12,36538.0,425.0,2000,0,Mombasa
1506,,10,,,KES 20000,0,nairobi
1507,35.0,0,9626.0,,20000,0,Mombasa
1508,,5,51610.0,839.0,KES 5000,1,MSA
1509,66.0,14,17440.0,879.0,10000,0,mombasa
1510,31.0,14,27806.0,531.0,KES 20000,0,mombasa
1511,32.0,2,25329.0,705.0,50000,0,MSA
1512,48.0,10,6472.0,535.0,20000,0,nairobi
1513,18.0,9,6379.0,233.0,2000,0,NRB
1514,71.0,6,57356.0,418.0,2000,0,NRB
1515,20.0,9,19300.0,526.0,2000,0,MSA
1516,33.0,1,18488.0,409.0,20000,0,MSA
1517,74.0,13,91877.0,456.0,5000,0,nairobi
1518,29.0,1,48910.0,482.0,50000,0,Nairobi
1519,33.0,12,70634.0,484.0,20000,1,nairobi
1520,41.0,3,58696.0,510.0,5000,1,Mombasa
1521,45.0,0,44197.0,288.0,5000,0,mombasa
1522,25.0,2,68555.0,357.0,KES 20000,1,mombasa
1523,53.0,12,12964.0,243.0,20000,1,Mombasa
1524,25.0,8,11555.0,696.0,5000,0,mombasa
1525,75.0,6,,79.0,5000,0,nairobi
1526,,14,4153.0,731.0,5000,0,Nairobi
1527,67.0,6,27376.0,777.0,20000,1,mombasa
1528,45.0,12,5568.0,440.0,5000,0,nairobi
1529,58.0,12,,-21.0,2000,1,NRB
1530,81.0,10,21011.0,428.0,20000,0,nairobi
1531,44.0,3,809.0,487.0,2000,1,mombasa
1532,80.0,1,,,10000,1,nairobi
1533,34.0,14,,397.0,20000,0,MSA
1534,50.0,13,87972.0,806.0,10000,0,Mombasa
1535,46.0,3,29427.0,633.0,5000,1,Nairobi
1536,30.0,5,27412.0,315.0,5000,1,mombasa
1537,63.0,10,68538.0,180.0,KES 50000,0,nairobi
1538,52.0,10,20674.0,435.0,5000,0,NRB
1539,23.0,2,28910.0,457.0,10000,1,NRB
1540,64.0,0,,599.0,KES 5000,0,mombasa
1541,42.0,13,13205.0,393.0,KES 20000,1,mombasa
1542,83.0,11,,602.0,5000,0,Nairobi
1543,27.0,7,6899.0,887.0,50000,0,Nairobi
1544,73.0,11,,663.0,KES 5000,0,NRB
1545,47.0,12,40534.0,490.0,10000,1,Mombasa
1546,22.0,4,18092.0,463.0,10000,0,MSA
1547,50.0,14,,429.0,5000,1,NRB
1548,82.0,4,,736.0,10000,0,Nairobi
1549,35.0,10,22974.0,375.0,10000,1,Mombasa
1550,66.0,3,36910.0,509.0,50000,1,Mombasa
1551,28.0,5,26013.0,510.0,20000,0,NRB
1552,43.0,2,14245.0,400.0,50000,1,Nairobi
1553,,8,15118.0,226.0,2000,1,MSA
1554,76.0,4,33415.0,565.0,50000,1,mombasa
1555,44.0,2,63559.0,488.0,5000,1,MSA
1556,66.0,10,7346.0,600.0,KES 20000,0,MSA
1557,50.0,0,,393.0,5000,0,NRB
1558,18.0,9,39515.0,744.0,KES 2000,0,Nairobi
1559,38.0,11,20690.0,,20000,1,Nairobi
1560,72.0,5,31952.0,842.0,10000,1,Nairobi
1561,23.0,14,39029.0,150.0,50000,0,NRB
1562,,1,9285.0,587.0,5000,0,nairobi
1563,20.0,12,22102.0,595.0,2000,1,nairobi
1564,70.0,2,25074.0,341.0,10000,0,nairobi
1565,,0,4880.0,585.0,KES 50000,0,mombasa
1566,70.0,8,45093.0,756.0,KES 10000,1,mombasa
1567,54.0,7,14846.0,57.0,KES 50000,0,mombasa
1568,34.0,11,15596.0,601.0,20000,1,nairobi
1569,18.0,1,23426.0,1.0,KES 10000,0,MSA
1570,68.0,14,34714.0,307.0,10000,1,Nairobi
1571,62.0,11,,826.0,10000,1,NRB
1572,21.0,10,25940.0,384.0,20000,1,mombasa
1573,79.0,7,31992.0,265.0,2000,1,Nairobi
1574,82.0,11,13532.0,460.0,50000,1,mombasa
1575,49.0,13,28166.0,914.0,10000,0,MSA
1576,,8,37202.0,134.0,20000,0,nairobi
1577,56.0,0,15350.0,290.0,2000,0,mombasa
1578,43.0,12,25520.0,799.0,KES 50000,1,Mombasa
1579,51.0,4,37796.0,,20000,0,mombasa
1580,71.0,7,23392.0,479.0,50000,1,mombasa
1581,20.0,14,7825.0,,10000,1,Nairobi
1582,67.0,10,62822.0,,2000,0,NRB
1583,29.0,13,55364.0,819.0,20000,1,MSA
1584,82.0,1,24877.0,636.0,2000,0,nairobi
1585,71.0,3,69097.0,338.0,KES 10000,1,nairobi
1586,22.0,6,38991.0,490.0,2000,1,Mombasa
1587,74.0,2,21194.0,468.0,2000,0,NRB
1588,34.0,12,13803.0,566.0,5000,1,nairobi
1589,64.0,11,9334.0,790.0,KES 2000,0,Nairobi
1590,40.0,4,22138.0,676.0,KES 50000,1,NRB
1591,31.0,7,11620.0,285.0,20000,0,mombasa
1592,83.0,11,,775.0,5000,1,mombasa
1593,68.0,9,32156.0,563.0,KES 20000,0,mombasa
1594,55.0,2,6960.0,637.0,20000,0,Nairobi
1595,,3,5032.0,793.0,10000,1,NRB
1596,55.0,13,26998.0,278.0,10000,0,Nairobi
1597,67.0,14,38196.0,493.0,5000,1,mombasa
1598,,8,33726.0,,KES 10000,1,Mombasa
1599,68.0,13,5191.0,186.0,10000,0,Mombasa
1600,80.0,13,,569.0,KES 10000,0,mombasa
1601,69.0,6,15120.0,1002.0,KES 20000,0,Nairobi
1602,55.0,0,5561.0,132.0,5000,0,nairobi
1603,47.0,13,25636.0,494.0,20000,0,nairobi
1604,68.0,11,29375.0,628.0,50000,1,NRB
1605,,3,21508.0,525.0,20000,0,nairobi
1606,46.0,3,5463.0,477.0,50000,1,MSA
1607,21.0,8,86435.0,240.0,2000,0,mombasa
1608,27.0,5,12426.0,547.0,KES 2000,0,mombasa
1609,73.0,8,48515.0,349.0,50000,0,NRB
1610,,11,63489.0,62.0,50000,1,nairobi
1611,34.0,14,17942.0,739.0,KES 20000,0,MSA
1612,51.0,5,33787.0,692.0,50000,1,Mombasa
1613,23.0,5,7114.0,,KES 5000,1,nairobi
1614,70.0,4,18557.0,,2000,1,mombasa
1615,83.0,4,34618.0,715.0,2000,0,nairobi
1616,60.0,1,25216.0,545.0,50000,1,Nairobi
1617,40.0,7,41414.0,681.0,10000,0,Nairobi
1618,72.0,7,16831.0,441.0,KES 10000,1,mombasa
1619,33.0,10,48511.0,762.0,KES 50000,0,NRB
1620,25.0,12,10723.0,,5000,1,MSA
1621,21.0,0,34110.0,539.0,10000,0,MSA
1622,21.0,7,,,50000,0,Nairobi
1623,73.0,4,4622.0,557.0,5000,0,Mombasa
1624,42.0,1,40890.0,334.0,5000,1,MSA
1625,84.0,13,13341.0,372.0,20000,1,Mombasa
1626,84.0,1,9960.0,337.0,KES 5000,0,mombasa
1627,,13,56761.0,287.0,10000,1,mombasa
1628,49.0,14,44494.0,925.0,10000,1,Nairobi
1629,67.0,14,9555.0,766.0,50000,1,Nairobi
1630,78.0,5,8234.0,884.0,KES 50000,1,Nairobi
1631,68.0,10,17104.0,255.0,5000,1,nairobi
1632,,12,8828.0,514.0,2000,1,mombasa
1633,,8,65260.0,241.0,20000,1,NRB
1634,22.0,0,4294.0,,2000,0,Nairobi
1635,59.0,11,78657.0,316.0,5000,0,Mombasa
1636,78.0,5,33177.0,748.0,5000,1,mombasa
1637,39.0,8,37703.0,421.0,2000,0,nairobi
1638,38.0,7,27095.0,714.0,KES 20000,0,NRB
1639,18.0,10,5131.0,621.0,2000,0,MSA
1640,22.0,5,43713.0,961.0,50000,1,NRB
1641,29.0,2,25651.0,204.0,10000,1,NRB
1642,63.0,7,10679.0,752.0,50000,1,nairobi
1643,51.0,8,52350.0,729.0,10000,1,Mombasa
1644,66.0,0,49658.0,305.0,5000,1,nairobi
1645,62.0,11,52525.0,701.0,20000,0,mombasa
1646,44.0,8,47506.0,567.0,2000,1,Mombasa
1647,43.0,13,15991.0,455.0,20000,0,NRB
1648,,14,36983.0,335.0,2000,1,NRB
1649,73.0,5,51601.0,356.0,50000,0,MSA
1650,80.0,5,47906.0,910.0,50000,1,NRB
1651,65.0,11,1400.0,500.0,2000,1,MSA
1652,78.0,3,23578.0,656.0,20000,1,Nairobi
1653,43.0,0,13585.0,342.0,2000,1,MSA
1654,53.0,9,64700.0,344.0,KES 5000,1,mombasa
1655,18.0,7,23851.0,,50000,1,Mombasa
1656,25.0,1,34882.0,230.0,5000,0,mombasa
1657,69.0,11,28931.0,417.0,KES 50000,1,Nairobi
1658,64.0,0,60251.0,507.0,KES 50000,0,nairobi
1659,73.0,1,79368.0,522.0,10000,1,mombasa
1660,,0,25781.0,464.0,5000,0,NRB
1661,45.0,0,,579.0,5000,0,nairobi
1662,19.0,8,62618.0,639.0,KES 10000,0,NRB
1663,,12,9007.0,647.0,KES 20000,0,mombasa
1664,31.0,13,10076.0,303.0,5000,0,NRB
1665,76.0,0,14415.0,443.0,2000,0,Nairobi
1666,,12,43130.0,739.0,10000,1,Mombasa
1667,24.0,3,26375.0,679.0,5000,0,Nairobi
1668,20.0,9,14545.0,225.0,20000,1,MSA
1669,40.0,5,57852.0,570.0,5000,1,Nairobi
1670,35.0,6,5641.0,104.0,KES 50000,0,NRB
1671,55.0,1,13940.0,509.0,2000,0,nairobi
1672,32.0,5,22178.0,880.0,KES 10000,1,Nairobi
1673,81.0,6,,310.0,50000,0,mombasa
1674,45.0,9,14308.0,333.0,KES 20000,0,nairobi
1675,56.0,13,37009.0,653.0,50000,0,Mombasa
1676,74.0,9,22144.0,191.0,50000,0,NRB
1677,34.0,1,8353.0,373.0,KES 20000,0,MSA
1678,61.0,14,36506.0,619.0,50000,0,mombasa
1679,42.0,1,19724.0,373.0,10000,0,mombasa
1680,34.0,9,16105.0,453.0,5000,1,Nairobi
1681,30.0,6,7091.0,649.0,50000,0,Nairobi
1682,,11,26530.0,584.0,10000,1,Mombasa
1683,,0,67258.0,553.0,5000,1,nairobi
1684,84.0,7,14904.0,432.0,KES 5000,1,Mombasa
1685,35.0,10,9094.0,574.0,50000,1,Nairobi
1686,51.0,12,4656.0,475.0,10000,0,Nairobi
1687,25.0,2,4132.0,592.0,50000,1,nairobi
1688,57.0,10,22602.0,401.0,KES 20000,1,Nairobi
1689,59.0,5,26735.0,463.0,KES 5000,1,Mombasa
1690,58.0,8,33478.0,302.0,50000,1,NRB
1691,23.0,5,23420.0,,KES 5000,1,NRB
1692,69.0,8,28771.0,338.0,KES 10000,0,Nairobi
1693,43.0,6,66697.0,277.0,2000,0,Mombasa
1694,,14,,552.0,50000,1,Mombasa
1695,76.0,8,,543.0,50000,0,Mombasa
1696,73.0,1,50216.0,657.0,5000,0,Mombasa
1697,,11,39966.0,414.0,KES 10000,1,mombasa
1698,50.0,7,5489.0,,20000,1,mombasa
1699,70.0,7,21065.0,610.0,10000,1,Nairobi
1700,39.0,1,30752.0,589.0,50000,0,Mombasa
1701,38.0,11,11717.0,335.0,KES 20000,1,Mombasa
1702,21.0,13,74300.0,,10000,0,NRB
1703,79.0,3,19185.0,573.0,2000,0,nairobi
1704,,13,4898.0,501.0,KES 5000,0,Nairobi
1705,41.0,14,18255.0,83.0,10000,1,nairobi
1706,72.0,10,34058.0,532.0,10000,0,mombasa
1707,26.0,14,11719.0,943.0,KES 2000,1,mombasa
1708,20.0,6,22369.0,428.0,50000,1,mombasa
1709,48.0,10,5017.0,354.0,5000,1,Mombasa
1710,57.0,3,17426.0,575.0,10000,1,MSA
1711,53.0,3,25307.0,562.0,20000,1,nairobi
1712,41.0,5,23357.0,739.0,KES 10000,0,NRB
1713,23.0,9,44125.0,248.0,5000,0,MSA
1714,83.0,5,,646.0,10000,0,mombasa
1715,,9,32621.0,,2000,0,NRB
1716,,14,37690.0,472.0,KES 10000,0,Mombasa
1717,68.0,2,13765.0,568.0,10000,1,nairobi
1718,79.0,14,11648.0,706.0,20000,1,mombasa
1719,74.0,8,74686.0,,2000,0,MSA
1720,83.0,11,19616.0,271.0,2000,0,NRB
1721,,9,,664.0,KES 10000,0,MSA
1722,43.0,13,34827.0,487.0,20000,1,Mombasa
1723,68.0,10,6505.0,515.0,10000,1,MSA
1724,,1,,515.0,KES 10000,1,Nairobi
1725,61.0,5,28109.0,470.0,5000,0,MSA
1726,22.0,11,,738.0,5000,0,NRB
1727,43.0,6,28099.0,483.0,20000,0,Nairobi
1728,36.0,11,42974.0,276.0,50000,0,NRB
1729,,12,44205.0,421.0,5000,1,mombasa
1730,29.0,8,20134.0,536.0,50000,0,MSA
1731,64.0,12,93621.0,746.0,2000,0,MSA
1732,18.0,2,13100.0,621.0,KES 5000,0,NRB
1733,,9,4952.0,330.0,5000,1,NRB
1734,81.0,2,16823.0,997.0,20000,1,Mombasa
1735,55.0,6,3982.0,553.0,50000,0,NRB
1736,54.0,13,13872.0,755.0,KES 5000,1,mombasa
1737,28.0,3,25079.0,,5000,1,Mombasa
1738,20.0,12,30206.0,607.0,KES 20000,1,Mombasa
1739,50.0,7,18401.0,668.0,20000,1,MSA
1740,23.0,12,13757.0,744.0,50000,1,MSA
1741,67.0,6,16626.0,711.0,2000,0,Nairobi
1742,27.0,4,37051.0,674.0,2000,0,mombasa
1743,22.0,6,,437.0,10000,0,MSA
1744,,2,13820.0,386.0,5000,1,Mombasa
1745,27.0,11,,567.0,50000,1,mombasa
1746,61.0,1,26979.0,687.0,5000,1,Nairobi
1747,19.0,5,4665.0,455.0,50000,1,MSA
1748,30.0,1,51312.0,713.0,50000,0,Nairobi
1749,57.0,2,17006.0,791.0,50000,0,MSA
1750,19.0,5,8731.0,317.0,5000,0,NRB
1751,82.0,4,,333.0,20000,0,mombasa
1752,80.0,7,51811.0,472.0,KES 5000,0,nairobi
1753,34.0,8,2239.0,562.0,50000,0,Mombasa
1754,26.0,10,33992.0,395.0,10000,1,MSA
1755,32.0,2,45251.0,,2000,1,Mombasa
1756,,11,18192.0,585.0,50000,0,Nairobi
1757,55.0,9,70195.0,508.0,10000,1,nairobi
1758,,2,10335.0,213.0,KES 20000,0,Mombasa
1759,66.0,2,36852.0,237.0,50000,0,Nairobi
1760,79.0,12,27234.0,556.0,10000,1,MSA
1761,77.0,12,76289.0,73.0,KES 50000,0,Mombasa
1762,67.0,5,19943.0,703.0,KES 5000,0,Mombasa
1763,26.0,14,34165.0,468.0,10000,0,Nairobi
1764,51.0,14,27104.0,1149.0,KES 5000,1,mombasa
1765,,0,5555.0,962.0,5000,1,MSA
1766,18.0,6,22276.0,464.0,10000,1,Nairobi
1767,57.0,11,15186.0,479.0,2000,1,MSA
1768,81.0,0,27243.0,699.0,10000,0,mombasa
1769,39.0,13,34646.0,841.0,2000,1,nairobi
1770,,4,61022.0,172.0,50000,1,Nairobi
1771,81.0,14,1579.0,,50000,1,MSA
1772,,9,25009.0,376.0,KES 10000,0,Nairobi
1773,31.0,12,7354.0,617.0,50000,1,nairobi
1774,77.0,7,37206.0,599.0,20000,1,MSA
1775,47.0,3,97302.0,714.0,5000,0,nairobi
1776,52.0,4,19046.0,260.0,5000,0,NRB
1777,54.0,3,12617.0,37.0,2000,0,MSA
1778,22.0,11,16916.0,672.0,50000,0,mombasa
1779,43.0,11,7464.0,334.0,KES 2000,1,NRB
1780,79.0,13,722.0,,5000,0,nairobi
1781,21.0,3,30371.0,529.0,KES 5000,1,MSA
1782,59.0,11,24125.0,659.0,KES 50000,1,nairobi
1783,35.0,7,,476.0,20000,1,MSA
1784,57.0,1,9212.0,408.0,KES 20000,1,nairobi
1785,56.0,0,,468.0,50000,1,mombasa
1786,31.0,2,57673.0,,KES 50000,0,Nairobi
1787,49.0,8,27645.0,230.0,2000,1,mombasa
1788,68.0,3,2456.0,357.0,50000,1,nairobi
1789,55.0,9,21553.0,604.0,20000,1,NRB
1790,,4,32035.0,564.0,50000,0,mombasa
1791,80.0,1,19668.0,534.0,2000,1,Nairobi
1792,32.0,3,21593.0,301.0,2000,1,MSA
1793,42.0,1,,464.0,2000,0,Nairobi
1794,34.0,14,20032.0,,2000,1,MSA
1795,83.0,1,47999.0,,KES 10000,1,MSA
1796,70.0,3,28896.0,786.0,50000,0,Mombasa
1797,68.0,5,15652.0,205.0,5000,1,MSA
1798,,6,19715.0,383.0,50000,1,NRB
1799,68.0,9,61179.0,566.0,10000,1,MSA
1800,23.0,2,9397.0,751.0,2000,1,Nairobi
1801,84.0,2,13894.0,,10000,1,nairobi
1802,24.0,9,21555.0,362.0,20000,0,NRB
1803,68.0,5,14846.0,106.0,20000,0,Mombasa
1804,59.0,12,59204.0,,50000,0,Mombasa
1805,81.0,11,48821.0,908.0,50000,1,nairobi
1806,32.0,2,21168.0,555.0,5000,1,Nairobi
1807,46.0,12,92169.0,496.0,5000,1,Nairobi
1808,50.0,1,30569.0,564.0,20000,0,NRB
1809,44.0,7,67236.0,498.0,2000,1,nairobi
1810,53.0,4,62970.0,337.0,10000,1,Mombasa
1811,46.0,14,33920.0,665.0,KES 5000,1,nairobi
1812,55.0,0,8743.0,545.0,5000,0,MSA
1813,74.0,2,,504.0,2000,0,NRB
1814,44.0,9,13480.0,305.0,2000,1,MSA
1815,72.0,7,36703.0,761.0,50000,1,MSA
1816,50.0,3,32547.0,633.0,10000,1,mombasa
1817,83.0,13,29464.0,389.0,2000,0,NRB
1818,27.0,6,43466.0,700.0,KES 5000,0,mombasa
1819,22.0,9,31510.0,400.0,5000,0,NRB
1820,55.0,11,23253.0,344.0,20000,1,Nairobi
1821,,13,8062.0,348.0,2000,0,MSA
1822,48.0,13,14673.0,146.0,50000,1,Mombasa
1823,64.0,1,10119.0,,10000,1,mombasa
1824,69.0,6,45356.0,134.0,50000,0,mombasa
1825,73.0,4,22086.0,254.0,5000,1,MSA
1826,32.0,4,29556.0,85.0,50000,0,nairobi
1827,46.0,5,,483.0,KES 5000,1,nairobi
1828,25.0,12,53191.0,470.0,5000,1,Nairobi
1829,22.0,8,38429.0,435.0,KES 5000,0,nairobi
1830,,13,26953.0,291.0,5000,1,Mombasa
1831,64.0,5,23991.0,266.0,5000,1,mombasa
1832,62.0,11,12277.0,593.0,20000,1,Mombasa
1833,19.0,12,,390.0,50000,1,Mombasa
1834,44.0,14,5564.0,563.0,20000,1,Mombasa
1835,53.0,13,38975.0,,20000,1,Nairobi
1836,,7,41495.0,536.0,2000,1,nairobi
1837,43.0,6,42782.0,761.0,KES 2000,1,nairobi
1838,60.0,8,10753.0,617.0,KES 2000,0,NRB
1839,44.0,3,64347.0,418.0,10000,0,Mombasa
1840,37.0,1,19096.0,551.0,2000,1,mombasa
1841,28.0,6,35778.0,452.0,KES 50000,1,Mombasa
1842,,5,7897.0,502.0,20000,0,Nairobi
1843,23.0,0,55016.0,435.0,50000,1,mombasa
1844,,10,40368.0,467.0,2000,0,mombasa
1845,64.0,8,19757.0,542.0,10000,0,Nairobi
1846,,8,16971.0,301.0,10000,0,NRB
1847,29.0,11,39676.0,297.0,20000,1,NRB
1848,30.0,1,54909.0,222.0,KES 50000,1,NRB
1849,,2,12351.0,180.0,KES 5000,1,Nairobi
1850,77.0,4,23162.0,257.0,50000,0,NRB
1851,60.0,4,16458.0,532.0,KES 2000,0,nairobi
1852,22.0,14,56675.0,321.0,KES 5000,0,NRB
1853,,0,15122.0,603.0,KES 10000,1,NRB
1854,48.0,7,,507.0,20000,0,nairobi
1855,26.0,11,40934.0,106.0,KES 20000,0,Mombasa
1856,68.0,7,60784.0,631.0,10000,1,Nairobi
1857,46.0,3,39285.0,,2000,0,nairobi
1858,57.0,12,,301.0,10000,0,Nairobi
1859,58.0,6,88068.0,584.0,2000,1,MSA
1860,28.0,14,,329.0,5000,1,mombasa
1861,40.0,14,77276.0,520.0,10000,0,NRB
1862,18.0,10,16629.0,,2000,1,MSA
1863,63.0,9,41251.0,141.0,KES 5000,0,mombasa
1864,38.0,2,28210.0,423.0,10000,1,nairobi
1865,53.0,5,27835.0,475.0,20000,0,mombasa
1866,,13,,420.0,10000,1,Mombasa
1867,74.0,9,37218.0,263.0,50000,0,mombasa
1868,18.0,12,23741.0,420.0,10000,1,nairobi
1869,80.0,9,14366.0,554.0,KES 50000,1,Nairobi
1870,71.0,11,37445.0,491.0,5000,1,mombasa
1871,72.0,13,22021.0,537.0,KES 10000,1,NRB
1872,57.0,8,53339.0,366.0,KES 5000,1,Mombasa
1873,32.0,0,52214.0,734.0,5000,1,Mombasa
1874,38.0,4,33670.0,265.0,2000,1,Mombasa
1875,,3,9972.0,598.0,KES 5000,0,MSA
1876,70.0,7,18062.0,,5000,0,MSA
1877,26.0,10,79398.0,596.0,10000,1,Mombasa
1878,69.0,11,36559.0,459.0,10000,1,Mombasa
1879,74.0,0,60643.0,394.0,KES 20000,0,NRB
1880,43.0,8,,707.0,2000,0,NRB
1881,58.0,5,,215.0,KES 5000,1,Mombasa
1882,52.0,3,4697.0,306.0,2000,0,nairobi
1883,80.0,11,36953.0,420.0,50000,0,Mombasa
1884,42.0,8,4182.0,748.0,5000,1,NRB
1885,55.0,10,53337.0,576.0,KES 2000,1,mombasa
1886,,4,12397.0,306.0,20000,1,nairobi
1887,24.0,14,22224.0,438.0,20000,0,mombasa
1888,51.0,4,31995.0,377.0,5000,1,NRB
1889,,11,43889.0,,50000,1,NRB
1890,60.0,4,21913.0,696.0,20000,0,Mombasa
1891,,0,29332.0,,20000,1,Mombasa
1892,68.0,0,31017.0,822.0,50000,0,mombasa
1893,71.0,7,26476.0,666.0,2000,0,MSA
1894,41.0,11,,718.0,20000,0,MSA
1895,42.0,7,16741.0,407.0,10000,0,NRB
1896,69.0,11,32249.0,470.0,KES 20000,0,NRB
1897,50.0,14,31461.0,213.0,2000,0,Mombasa
1898,66.0,14,14190.0,395.0,2000,1,mombasa
1899,46.0,5,21714.0,599.0,5000,1,MSA
1900,80.0,11,4236.0,759.0,10000,1,Nairobi
1901,39.0,10,20790.0,279.0,2000,0,nairobi
1902,43.0,12,4402.0,427.0,KES 50000,1,Mombasa
1903,45.0,3,,470.0,10000,0,NRB
1904,66.0,1,10046.0,221.0,10000,1,Mombasa
1905,66.0,13,12967.0,618.0,50000,0,mombasa
1906,37.0,1,61995.0,355.0,KES 20000,1,MSA
1907,,8,8798.0,461.0,50000,0,mombasa
1908,78.0,14,18349.0,410.0,50000,1,MSA
1909,66.0,4,31998.0,342.0,KES 20000,0,Nairobi
1910,18.0,3,3215.0,499.0,20000,1,Mombasa
1911,30.0,9,22204.0,457.0,20000,0,NRB
1912,68.0,12,29863.0,426.0,20000,1,MSA
1913,73.0,0,9548.0,354.0,20000,1,NRB
1914,79.0,6,6302.0,564.0,KES 50000,1,Mombasa
1915,49.0,2,43389.0,831.0,5000,0,NRB
1916,47.0,5,3377.0,528.0,5000,0,MSA
1917,,4,18123.0,699.0,KES 2000,0,Mombasa
1918,66.0,4,8350.0,222.0,5000,0,nairobi
1919,62.0,10,1606.0,532.0,5000,0,Mombasa
1920,47.0,4,53871.0,281.0,KES 50000,1,MSA
1921,33.0,0,40661.0,205.0,20000,0,mombasa
1922,57.0,0,56978.0,352.0,KES 20000,1,Nairobi
1923,36.0,2,27744.0,738.0,50000,1,NRB
1924,35.0,13,8364.0,,5000,0,nairobi
1925,18.0,11,,,50000,1,mombasa
1926,64.0,9,,193.0,2000,0,Nairobi
1927,83.0,3,20075.0,,KES 20000,0,Mombasa
1928,55.0,4,51483.0,560.0,10000,0,MSA
1929,68.0,1,16638.0,535.0,2000,1,Nairobi
1930,80.0,7,32292.0,131.0,2000,0,MSA
1931,21.0,10,30423.0,322.0,50000,0,Nairobi
1932,18.0,10,7721.0,487.0,KES 5000,0,MSA
1933,25.0,13,7915.0,607.0,20000,1,NRB
1934,46.0,1,40102.0,61.0,10000,0,NRB
1935,72.0,8,,468.0,2000,1,Mombasa
1936,,1,33623.0,529.0,10000,1,NRB
1937,49.0,12,11209.0,670.0,5000,0,MSA
1938,27.0,8,13552.0,639.0,5000,1,NRB
1939,51.0,6,33113.0,617.0,10000,1,Nairobi
1940,72.0,14,21483.0,340.0,20000,0,Nairobi
1941,49.0,7,18816.0,118.0,5000,0,Mombasa
1942,67.0,14,10247.0,421.0,10000,0,NRB
1943,24.0,10,27318.0,,2000,1,NRB
1944,25.0,1,11948.0,779.0,10000,0,mombasa
1945,82.0,6,36482.0,642.0,10000,1,NRB
1946,74.0,11,,586.0,50000,1,Mombasa
1947,84.0,5,18646.0,576.0,5000,1,Mombasa
1948,76.0,3,36956.0,389.0,20000,1,MSA
1949,71.0,6,31185.0,474.0,20000,1,MSA
1950,84.0,13,32993.0,834.0,50000,0,Mombasa
1951,68.0,12,22353.0,311.0,20000,0,nairobi
1952,25.0,3,8368.0,823.0,10000,1,Nairobi
1953,51.0,1,44739.0,436.0,50000,1,NRB
1954,52.0,9,24474.0,765.0,2000,0,MSA
1955,49.0,11,14324.0,219.0,5000,0,mombasa
1956,63.0,6,13324.0,617.0,5000,1,Nairobi
1957,33.0,7,70200.0,353.0,5000,1,Mombasa
1958,54.0,1,21223.0,217.0,10000,0,MSA
1959,71.0,4,6500.0,544.0,2000,0,MSA
1960,31.0,0,55245.0,702.0,KES 50000,1,Nairobi
1961,72.0,6,18572.0,331.0,KES 50000,0,mombasa
1962,65.0,7,15097.0,200.0,5000,0,Mombasa
1963,24.0,12,9077.0,,2000,1,Mombasa
1964,24.0,5,25414.0,483.0,2000,1,MSA
1965,50.0,4,46403.0,610.0,2000,1,Mombasa
1966,40.0,14,26107.0,690.0,20000,0,mombasa
1967,36.0,5,16336.0,488.0,20000,1,mombasa
1968,36.0,14,5373.0,,5000,0,Nairobi
1969,53.0,1,19604.0,545.0,KES 2000,1,nairobi
1970,46.0,0,,,KES 2000,1,MSA
1971,77.0,6,11382.0,178.0,50000,0,nairobi
1972,19.0,6,,447.0,50000,0,Nairobi
1973,18.0,9,16703.0,433.0,5000,1,NRB
1974,64.0,10,31837.0,692.0,2000,1,MSA
1975,37.0,9,,592.0,5000,0,Nairobi
1976,28.0,13,42321.0,264.0,50000,1,nairobi
1977,19.0,1,27271.0,534.0,50000,0,Nairobi
1978,84.0,1,68019.0,634.0,20000,0,nairobi
1979,29.0,0,27765.0,806.0,5000,1,NRB
1980,37.0,9,36120.0,678.0,KES 5000,0,mombasa
1981,,7,28988.0,652.0,KES 2000,0,Mombasa
1982,54.0,14,8477.0,512.0,2000,0,Nairobi
1983,55.0,7,54435.0,578.0,20000,1,nairobi
1984,26.0,0,31981.0,750.0,10000,0,Nairobi
1985,70.0,11,36817.0,233.0,10000,1,mombasa
1986,,10,49528.0,430.0,KES 10000,1,mombasa
1987,41.0,7,50981.0,,KES 5000,1,MSA
1988,47.0,8,9292.0,576.0,5000,0,NRB
1989,,13,7508.0,746.0,50000,0,NRB
1990,31.0,3,12243.0,381.0,5000,1,Nairobi
1991,26.0,0,7754.0,22.0,5000,1,NRB
1992,57.0,0,16982.0,418.0,5000,0,NRB
1993,83.0,2,8644.0,683.0,20000,1,Nairobi
1994,42.0,14,9222.0,,5000,1,Nairobi
1995,,13,31235.0,586.0,2000,0,MSA
1996,21.0,4,4733.0,,2000,1,mombasa
1997,,4,25192.0,244.0,50000,0,Nairobi
1998,75.0,8,,603.0,20000,0,Nairobi
1999,46.0,9,44365.0,,2000,1,mombasa
2000,54.0,13,37643.0,,20000,0,NRB
1001,69.0,10,49953.0,640.0,50000,1,Nairobi
1002,32.0,5,20424.0,,KES 2000,0,mombasa
1003,78.0,1,37600.0,849.0,KES 5000,1,mombasa
1004,38.0,4,,686.0,50000,1,Mombasa
1005,41.0,9,,453.0,50000,1,NRB
